   x   |    y   |    f
.8648  | .1665  | 1.7342
.8648  | .1680  | 1.7352
.8648  | .1695  | 1.7362
.8648  | .1710  | 1.7372
.8648  | .1725  | 1.7382
.8648  | .1740  | 1.7391
.8648  | .1755  | 1.7401
.8648  | .1770  | 1.7411
.8648  | .1785  | 1.7421
.8648  | .1800  | 1.7430
.8648  | .1815  | 1.7440
.8648  | .1830  | 1.7450
.8648  | .1845  | 1.7460
.8648  | .1860  | 1.7469
.8648  | .1875  | 1.7479
.8648  | .1890  | 1.7488
.8648  | .1905  | 1.7498
.8648  | .1920  | 1.7508
.8648  | .1935  | 1.7517
.8648  | .1950  | 1.7527
.8648  | .1965  | 1.7536
.8648  | .1980  | 1.7546
.8648  | .1995  | 1.7555
.8648  | .2010  | 1.7565
.8648  | .2025  | 1.7574
.8648  | .2040  | 1.7583
.8648  | .2055  | 1.7593
.8648  | .2070  | 1.7602
.8648  | .2085  | 1.7612
.8648  | .2100  | 1.7621
.8648  | .2115  | 1.7630
.8648  | .2130  | 1.7640
.8648  | .2145  | 1.7649
.8648  | .2160  | 1.7658
.8648  | .2175  | 1.7667
.8648  | .2190  | 1.7677
.8648  | .2205  | 1.7686
.8648  | .2220  | 1.7695
.8648  | .2235  | 1.7704
.8648  | .2250  | 1.7713
.8648  | .2265  | 1.7722
.8648  | .2280  | 1.7732
.8648  | .2295  | 1.7741
.8648  | .2310  | 1.7750
.8648  | .2325  | 1.7759
.8648  | .2340  | 1.7768
.8648  | .2355  | 1.7777
.8648  | .2370  | 1.7786
.8648  | .2385  | 1.7795
.8648  | .2400  | 1.7804
.8648  | .2415  | 1.7813
.8648  | .2430  | 1.7822
.8632  | .1230  | 1.6973
.8632  | .1245  | 1.6983
.8632  | .1260  | 1.6994
.8632  | .1275  | 1.7004
.8632  | .1290  | 1.7015
.8632  | .1305  | 1.7025
.8632  | .1320  | 1.7036
.8632  | .1335  | 1.7046
.8632  | .1350  | 1.7057
.8632  | .1365  | 1.7067
.8632  | .1380  | 1.7077
.8632  | .1395  | 1.7088
.8632  | .1410  | 1.7098
.8632  | .1425  | 1.7108
.8632  | .1440  | 1.7119
.8632  | .1455  | 1.7129
.8632  | .1470  | 1.7139
.8632  | .1485  | 1.7149
.8632  | .1500  | 1.7159
.8632  | .1515  | 1.7170
.8632  | .1530  | 1.7180
.8632  | .1545  | 1.7190
.8632  | .1560  | 1.7200
.8632  | .1575  | 1.7210
.8632  | .1590  | 1.7220
.8632  | .1605  | 1.7230
.8632  | .1620  | 1.7240
.8632  | .1635  | 1.7250
.8632  | .1650  | 1.7260
.8632  | .1665  | 1.7270
.8632  | .1680  | 1.7280
.8632  | .1695  | 1.7290
.8632  | .1710  | 1.7300
.8632  | .1725  | 1.7310
.8632  | .1740  | 1.7320
.8632  | .1755  | 1.7329
.8632  | .1770  | 1.7339
.8632  | .1785  | 1.7349
.8632  | .1800  | 1.7359
.8632  | .1815  | 1.7369
.8632  | .1830  | 1.7378
.8632  | .1845  | 1.7388
.8632  | .1860  | 1.7398
.8632  | .1875  | 1.7407
.8632  | .1890  | 1.7417
.8632  | .1905  | 1.7427
.8632  | .1920  | 1.7436
.8632  | .1935  | 1.7446
.8632  | .1950  | 1.7456
.8632  | .1965  | 1.7465
.8632  | .1980  | 1.7475
.8632  | .1995  | 1.7484
.8632  | .2010  | 1.7494
.8632  | .2025  | 1.7503
.8632  | .2040  | 1.7513
.8632  | .2055  | 1.7522
.8632  | .2070  | 1.7532
.8632  | .2085  | 1.7541
.8632  | .2100  | 1.7550
.8632  | .2115  | 1.7560
.8632  | .2130  | 1.7569
.8632  | .2145  | 1.7578
.8632  | .2160  | 1.7588
.8632  | .2175  | 1.7597
.8632  | .2190  | 1.7606
.8632  | .2205  | 1.7616
.8632  | .2220  | 1.7625
.8632  | .2235  | 1.7634
.8632  | .2250  | 1.7643
.8632  | .2265  | 1.7653
.8632  | .2280  | 1.7662
.8632  | .2295  | 1.7671
.8632  | .2310  | 1.7680
.8632  | .2325  | 1.7689
.8632  | .2340  | 1.7698
.8632  | .2355  | 1.7707
.8632  | .2370  | 1.7716
.8632  | .2385  | 1.7725
.8632  | .2400  | 1.7734
.8632  | .2415  | 1.7743
.8632  | .2430  | 1.7752
.8616  | .1230  | 1.6899
.8616  | .1245  | 1.6910
.8616  | .1260  | 1.6921
.8616  | .1275  | 1.6931
.8616  | .1290  | 1.6942
.8616  | .1305  | 1.6952
.8616  | .1320  | 1.6963
.8616  | .1335  | 1.6973
.8616  | .1350  | 1.6984
.8616  | .1365  | 1.6994
.8616  | .1380  | 1.7005
.8616  | .1395  | 1.7015
.8616  | .1410  | 1.7025
.8616  | .1425  | 1.7036
.8616  | .1440  | 1.7046
.8616  | .1455  | 1.7056
.8616  | .1470  | 1.7067
.8616  | .1485  | 1.7077
.8616  | .1500  | 1.7087
.8616  | .1515  | 1.7097
.8616  | .1530  | 1.7108
.8616  | .1545  | 1.7118
.8616  | .1560  | 1.7128
.8616  | .1575  | 1.7138
.8616  | .1590  | 1.7148
.8616  | .1605  | 1.7158
.8616  | .1620  | 1.7168
.8616  | .1635  | 1.7178
.8616  | .1650  | 1.7188
.8616  | .1665  | 1.7199
.8616  | .1680  | 1.7208
.8616  | .1695  | 1.7218
.8616  | .1710  | 1.7228
.8616  | .1725  | 1.7238
.8616  | .1740  | 1.7248
.8616  | .1755  | 1.7258
.8616  | .1770  | 1.7268
.8616  | .1785  | 1.7278
.8616  | .1800  | 1.7288
.8616  | .1815  | 1.7298
.8616  | .1830  | 1.7307
.8616  | .1845  | 1.7317
.8616  | .1860  | 1.7327
.8616  | .1875  | 1.7337
.8616  | .1890  | 1.7346
.8616  | .1905  | 1.7356
.8616  | .1920  | 1.7366
.8616  | .1935  | 1.7375
.8616  | .1950  | 1.7385
.8616  | .1965  | 1.7395
.8616  | .1980  | 1.7404
.8616  | .1995  | 1.7414
.8616  | .2010  | 1.7423
.8616  | .2025  | 1.7433
.8616  | .2040  | 1.7442
.8616  | .2055  | 1.7452
.8616  | .2070  | 1.7461
.8616  | .2085  | 1.7471
.8616  | .2100  | 1.7480
.8616  | .2115  | 1.7490
.8616  | .2130  | 1.7499
.8616  | .2145  | 1.7509
.8616  | .2160  | 1.7518
.8616  | .2175  | 1.7527
.8616  | .2190  | 1.7537
.8616  | .2205  | 1.7546
.8616  | .2220  | 1.7555
.8616  | .2235  | 1.7565
.8616  | .2250  | 1.7574
.8616  | .2265  | 1.7583
.8616  | .2280  | 1.7592
.8616  | .2295  | 1.7602
.8616  | .2310  | 1.7611
.8616  | .2325  | 1.7620
.8616  | .2340  | 1.7629
.8616  | .2355  | 1.7638
.8616  | .2370  | 1.7647
.8616  | .2385  | 1.7656
.8616  | .2400  | 1.7666
.8616  | .2415  | 1.7675
.8616  | .2430  | 1.7684
.8600  | .1230  | 1.6827
.8600  | .1245  | 1.6837
.8600  | .1260  | 1.6848
.8600  | .1275  | 1.6859
.8600  | .1290  | 1.6869
.8600  | .1305  | 1.6880
.8600  | .1320  | 1.6890
.8600  | .1335  | 1.6901
.8600  | .1350  | 1.6911
.8600  | .1365  | 1.6922
.8600  | .1380  | 1.6932
.8600  | .1395  | 1.6943
.8600  | .1410  | 1.6953
.8600  | .1425  | 1.6964
.8600  | .1440  | 1.6974
.8600  | .1455  | 1.6984
.8600  | .1470  | 1.6995
.8600  | .1485  | 1.7005
.8600  | .1500  | 1.7015
.8600  | .1515  | 1.7026
.8600  | .1530  | 1.7036
.8600  | .1545  | 1.7046
.8600  | .1560  | 1.7056
.8600  | .1575  | 1.7067
.8600  | .1590  | 1.7077
.8600  | .1605  | 1.7087
.8600  | .1620  | 1.7097
.8600  | .1635  | 1.7107
.8600  | .1650  | 1.7117
.8600  | .1665  | 1.7127
.8600  | .1680  | 1.7137
.8600  | .1695  | 1.7147
.8600  | .1710  | 1.7158
.8600  | .1725  | 1.7167
.8600  | .1740  | 1.7177
.8600  | .1755  | 1.7187
.8600  | .1770  | 1.7197
.8600  | .1785  | 1.7207
.8600  | .1800  | 1.7217
.8600  | .1815  | 1.7227
.8600  | .1830  | 1.7237
.8600  | .1845  | 1.7247
.8600  | .1860  | 1.7257
.8600  | .1875  | 1.7266
.8600  | .1890  | 1.7276
.8600  | .1905  | 1.7286
.8600  | .1920  | 1.7296
.8600  | .1935  | 1.7305
.8600  | .1950  | 1.7315
.8600  | .1965  | 1.7325
.8600  | .1980  | 1.7334
.8600  | .1995  | 1.7344
.8600  | .2010  | 1.7354
.8600  | .2025  | 1.7363
.8600  | .2040  | 1.7373
.8600  | .2055  | 1.7382
.8600  | .2070  | 1.7392
.8600  | .2085  | 1.7401
.8600  | .2100  | 1.7411
.8600  | .2115  | 1.7420
.8600  | .2130  | 1.7430
.8600  | .2145  | 1.7439
.8600  | .2160  | 1.7449
.8600  | .2175  | 1.7458
.8600  | .2190  | 1.7468
.8600  | .2205  | 1.7477
.8600  | .2220  | 1.7486
.8600  | .2235  | 1.7496
.8600  | .2250  | 1.7505
.8600  | .2265  | 1.7514
.8600  | .2280  | 1.7523
.8600  | .2295  | 1.7533
.8600  | .2310  | 1.7542
.8600  | .2325  | 1.7551
.8600  | .2340  | 1.7560
.8600  | .2355  | 1.7570
.8600  | .2370  | 1.7579
.8600  | .2385  | 1.7588
.8600  | .2400  | 1.7597
.8600  | .2415  | 1.7606
.8600  | .2430  | 1.7615
.8584  | .1230  | 1.6754
.8584  | .1245  | 1.6765
.8584  | .1260  | 1.6776
.8584  | .1275  | 1.6787
.8584  | .1290  | 1.6797
.8584  | .1305  | 1.6808
.8584  | .1320  | 1.6818
.8584  | .1335  | 1.6829
.8584  | .1350  | 1.6840
.8584  | .1365  | 1.6850
.8584  | .1380  | 1.6861
.8584  | .1395  | 1.6871
.8584  | .1410  | 1.6882
.8584  | .1425  | 1.6892
.8584  | .1440  | 1.6903
.8584  | .1455  | 1.6913
.8584  | .1470  | 1.6923
.8584  | .1485  | 1.6934
.8584  | .1500  | 1.6944
.8584  | .1515  | 1.6955
.8584  | .1530  | 1.6965
.8584  | .1545  | 1.6975
.8584  | .1560  | 1.6985
.8584  | .1575  | 1.6996
.8584  | .1590  | 1.7006
.8584  | .1605  | 1.7016
.8584  | .1620  | 1.7026
.8584  | .1635  | 1.7037
.8584  | .1650  | 1.7047
.8584  | .1665  | 1.7057
.8584  | .1680  | 1.7067
.8584  | .1695  | 1.7077
.8584  | .1710  | 1.7087
.8584  | .1725  | 1.7097
.8584  | .1740  | 1.7107
.8584  | .1755  | 1.7117
.8584  | .1770  | 1.7127
.8584  | .1785  | 1.7137
.8584  | .1800  | 1.7147
.8584  | .1815  | 1.7157
.8584  | .1830  | 1.7167
.8584  | .1845  | 1.7177
.8584  | .1860  | 1.7187
.8584  | .1875  | 1.7196
.8584  | .1890  | 1.7206
.8584  | .1905  | 1.7216
.8584  | .1920  | 1.7226
.8584  | .1935  | 1.7236
.8584  | .1950  | 1.7245
.8584  | .1965  | 1.7255
.8584  | .1980  | 1.7265
.8584  | .1995  | 1.7275
.8584  | .2010  | 1.7284
.8584  | .2025  | 1.7294
.8584  | .2040  | 1.7304
.8584  | .2055  | 1.7313
.8584  | .2070  | 1.7323
.8584  | .2085  | 1.7332
.8584  | .2100  | 1.7342
.8584  | .2115  | 1.7351
.8584  | .2130  | 1.7361
.8584  | .2145  | 1.7370
.8584  | .2160  | 1.7380
.8584  | .2175  | 1.7389
.8584  | .2190  | 1.7399
.8584  | .2205  | 1.7408
.8584  | .2220  | 1.7418
.8584  | .2235  | 1.7427
.8584  | .2250  | 1.7436
.8584  | .2265  | 1.7446
.8584  | .2280  | 1.7455
.8584  | .2295  | 1.7464
.8584  | .2310  | 1.7474
.8584  | .2325  | 1.7483
.8584  | .2340  | 1.7492
.8584  | .2355  | 1.7501
.8584  | .2370  | 1.7511
.8584  | .2385  | 1.7520
.8584  | .2400  | 1.7529
.8584  | .2415  | 1.7538
.8584  | .2430  | 1.7547
.8568  | .1230  | 1.6683
.8568  | .1245  | 1.6693
.8568  | .1260  | 1.6704
.8568  | .1275  | 1.6715
.8568  | .1290  | 1.6726
.8568  | .1305  | 1.6736
.8568  | .1320  | 1.6747
.8568  | .1335  | 1.6758
.8568  | .1350  | 1.6768
.8568  | .1365  | 1.6779
.8568  | .1380  | 1.6790
.8568  | .1395  | 1.6800
.8568  | .1410  | 1.6811
.8568  | .1425  | 1.6821
.8568  | .1440  | 1.6832
.8568  | .1455  | 1.6842
.8568  | .1470  | 1.6853
.8568  | .1485  | 1.6863
.8568  | .1500  | 1.6874
.8568  | .1515  | 1.6884
.8568  | .1530  | 1.6894
.8568  | .1545  | 1.6905
.8568  | .1560  | 1.6915
.8568  | .1575  | 1.6925
.8568  | .1590  | 1.6936
.8568  | .1605  | 1.6946
.8568  | .1620  | 1.6956
.8568  | .1635  | 1.6966
.8568  | .1650  | 1.6977
.8568  | .1665  | 1.6987
.8568  | .1680  | 1.6997
.8568  | .1695  | 1.7007
.8568  | .1710  | 1.7017
.8568  | .1725  | 1.7027
.8568  | .1740  | 1.7037
.8568  | .1755  | 1.7047
.8568  | .1770  | 1.7057
.8568  | .1785  | 1.7067
.8568  | .1800  | 1.7077
.8568  | .1815  | 1.7087
.8568  | .1830  | 1.7097
.8568  | .1845  | 1.7107
.8568  | .1860  | 1.7117
.8568  | .1875  | 1.7127
.8568  | .1890  | 1.7137
.8568  | .1905  | 1.7147
.8568  | .1920  | 1.7157
.8568  | .1935  | 1.7167
.8568  | .1950  | 1.7176
.8568  | .1965  | 1.7186
.8568  | .1980  | 1.7196
.8568  | .1995  | 1.7206
.8568  | .2010  | 1.7215
.8568  | .2025  | 1.7225
.8568  | .2040  | 1.7235
.8568  | .2055  | 1.7244
.8568  | .2070  | 1.7254
.8568  | .2085  | 1.7264
.8568  | .2100  | 1.7273
.8568  | .2115  | 1.7283
.8568  | .2130  | 1.7292
.8568  | .2145  | 1.7302
.8568  | .2160  | 1.7312
.8568  | .2175  | 1.7321
.8568  | .2190  | 1.7331
.8568  | .2205  | 1.7340
.8568  | .2220  | 1.7350
.8568  | .2235  | 1.7359
.8568  | .2250  | 1.7368
.8568  | .2265  | 1.7378
.8568  | .2280  | 1.7387
.8568  | .2295  | 1.7397
.8568  | .2310  | 1.7406
.8568  | .2325  | 1.7415
.8568  | .2340  | 1.7425
.8568  | .2355  | 1.7434
.8568  | .2370  | 1.7443
.8568  | .2385  | 1.7452
.8568  | .2400  | 1.7462
.8568  | .2415  | 1.7471
.8568  | .2430  | 1.7480
.8552  | .1230  | 1.6611
.8552  | .1245  | 1.6622
.8552  | .1260  | 1.6633
.8552  | .1275  | 1.6644
.8552  | .1290  | 1.6655
.8552  | .1305  | 1.6665
.8552  | .1320  | 1.6676
.8552  | .1335  | 1.6687
.8552  | .1350  | 1.6698
.8552  | .1365  | 1.6708
.8552  | .1380  | 1.6719
.8552  | .1395  | 1.6730
.8552  | .1410  | 1.6740
.8552  | .1425  | 1.6751
.8552  | .1440  | 1.6761
.8552  | .1455  | 1.6772
.8552  | .1470  | 1.6782
.8552  | .1485  | 1.6793
.8552  | .1500  | 1.6803
.8552  | .1515  | 1.6814
.8552  | .1530  | 1.6824
.8552  | .1545  | 1.6835
.8552  | .1560  | 1.6845
.8552  | .1575  | 1.6855
.8552  | .1590  | 1.6866
.8552  | .1605  | 1.6876
.8552  | .1620  | 1.6886
.8552  | .1635  | 1.6897
.8552  | .1650  | 1.6907
.8552  | .1665  | 1.6917
.8552  | .1680  | 1.6927
.8552  | .1695  | 1.6937
.8552  | .1710  | 1.6948
.8552  | .1725  | 1.6958
.8552  | .1740  | 1.6968
.8552  | .1755  | 1.6978
.8552  | .1770  | 1.6988
.8552  | .1785  | 1.6998
.8552  | .1800  | 1.7008
.8552  | .1815  | 1.7018
.8552  | .1830  | 1.7028
.8552  | .1845  | 1.7038
.8552  | .1860  | 1.7048
.8552  | .1875  | 1.7058
.8552  | .1890  | 1.7068
.8552  | .1905  | 1.7078
.8552  | .1920  | 1.7088
.8552  | .1935  | 1.7098
.8552  | .1950  | 1.7108
.8552  | .1965  | 1.7118
.8552  | .1980  | 1.7127
.8552  | .1995  | 1.7137
.8552  | .2010  | 1.7147
.8552  | .2025  | 1.7157
.8552  | .2040  | 1.7166
.8552  | .2055  | 1.7176
.8552  | .2070  | 1.7186
.8552  | .2085  | 1.7196
.8552  | .2100  | 1.7205
.8552  | .2115  | 1.7215
.8552  | .2130  | 1.7224
.8552  | .2145  | 1.7234
.8552  | .2160  | 1.7244
.8552  | .2175  | 1.7253
.8552  | .2190  | 1.7263
.8552  | .2205  | 1.7272
.8552  | .2220  | 1.7282
.8552  | .2235  | 1.7291
.8552  | .2250  | 1.7301
.8552  | .2265  | 1.7310
.8552  | .2280  | 1.7320
.8552  | .2295  | 1.7329
.8552  | .2310  | 1.7339
.8552  | .2325  | 1.7348
.8552  | .2340  | 1.7357
.8552  | .2355  | 1.7367
.8552  | .2370  | 1.7376
.8552  | .2385  | 1.7385
.8552  | .2400  | 1.7395
.8552  | .2415  | 1.7404
.8552  | .2430  | 1.7413
.8536  | .1230  | 1.6541
.8536  | .1245  | 1.6552
.8536  | .1260  | 1.6562
.8536  | .1275  | 1.6573
.8536  | .1290  | 1.6584
.8536  | .1305  | 1.6595
.8536  | .1320  | 1.6606
.8536  | .1335  | 1.6617
.8536  | .1350  | 1.6627
.8536  | .1365  | 1.6638
.8536  | .1380  | 1.6649
.8536  | .1395  | 1.6659
.8536  | .1410  | 1.6670
.8536  | .1425  | 1.6681
.8536  | .1440  | 1.6691
.8536  | .1455  | 1.6702
.8536  | .1470  | 1.6712
.8536  | .1485  | 1.6723
.8536  | .1500  | 1.6734
.8536  | .1515  | 1.6744
.8536  | .1530  | 1.6755
.8536  | .1545  | 1.6765
.8536  | .1560  | 1.6775
.8536  | .1575  | 1.6786
.8536  | .1590  | 1.6796
.8536  | .1605  | 1.6807
.8536  | .1620  | 1.6817
.8536  | .1635  | 1.6827
.8536  | .1650  | 1.6838
.8536  | .1665  | 1.6848
.8536  | .1680  | 1.6858
.8536  | .1695  | 1.6868
.8536  | .1710  | 1.6879
.8536  | .1725  | 1.6889
.8536  | .1740  | 1.6899
.8536  | .1755  | 1.6909
.8536  | .1770  | 1.6919
.8536  | .1785  | 1.6930
.8536  | .1800  | 1.6940
.8536  | .1815  | 1.6950
.8536  | .1830  | 1.6960
.8536  | .1845  | 1.6970
.8536  | .1860  | 1.6980
.8536  | .1875  | 1.6990
.8536  | .1890  | 1.7000
.8536  | .1905  | 1.7010
.8536  | .1920  | 1.7020
.8536  | .1935  | 1.7030
.8536  | .1950  | 1.7040
.8536  | .1965  | 1.7049
.8536  | .1980  | 1.7059
.8536  | .1995  | 1.7069
.8536  | .2010  | 1.7079
.8536  | .2025  | 1.7089
.8536  | .2040  | 1.7099
.8536  | .2055  | 1.7108
.8536  | .2070  | 1.7118
.8536  | .2085  | 1.7128
.8536  | .2100  | 1.7138
.8536  | .2115  | 1.7147
.8536  | .2130  | 1.7157
.8536  | .2145  | 1.7167
.8536  | .2160  | 1.7176
.8536  | .2175  | 1.7186
.8536  | .2190  | 1.7195
.8536  | .2205  | 1.7205
.8536  | .2220  | 1.7215
.8536  | .2235  | 1.7224
.8536  | .2250  | 1.7234
.8536  | .2265  | 1.7243
.8536  | .2280  | 1.7253
.8536  | .2295  | 1.7262
.8536  | .2310  | 1.7272
.8536  | .2325  | 1.7281
.8536  | .2340  | 1.7290
.8536  | .2355  | 1.7300
.8536  | .2370  | 1.7309
.8536  | .2385  | 1.7319
.8536  | .2400  | 1.7328
.8536  | .2415  | 1.7337
.8536  | .2430  | 1.7347
.8520  | .1230  | 1.6470
.8520  | .1245  | 1.6481
.8520  | .1260  | 1.6492
.8520  | .1275  | 1.6503
.8520  | .1290  | 1.6514
.8520  | .1305  | 1.6525
.8520  | .1320  | 1.6536
.8520  | .1335  | 1.6547
.8520  | .1350  | 1.6558
.8520  | .1365  | 1.6568
.8520  | .1380  | 1.6579
.8520  | .1395  | 1.6590
.8520  | .1410  | 1.6600
.8520  | .1425  | 1.6611
.8520  | .1440  | 1.6622
.8520  | .1455  | 1.6632
.8520  | .1470  | 1.6643
.8520  | .1485  | 1.6654
.8520  | .1500  | 1.6664
.8520  | .1515  | 1.6675
.8520  | .1530  | 1.6685
.8520  | .1545  | 1.6696
.8520  | .1560  | 1.6706
.8520  | .1575  | 1.6717
.8520  | .1590  | 1.6727
.8520  | .1605  | 1.6738
.8520  | .1620  | 1.6748
.8520  | .1635  | 1.6759
.8520  | .1650  | 1.6769
.8520  | .1665  | 1.6779
.8520  | .1680  | 1.6790
.8520  | .1695  | 1.6800
.8520  | .1710  | 1.6810
.8520  | .1725  | 1.6820
.8520  | .1740  | 1.6831
.8520  | .1755  | 1.6841
.8520  | .1770  | 1.6851
.8520  | .1785  | 1.6861
.8520  | .1800  | 1.6871
.8520  | .1815  | 1.6882
.8520  | .1830  | 1.6892
.8520  | .1845  | 1.6902
.8520  | .1860  | 1.6912
.8520  | .1875  | 1.6922
.8520  | .1890  | 1.6932
.8520  | .1905  | 1.6942
.8520  | .1920  | 1.6952
.8520  | .1935  | 1.6962
.8520  | .1950  | 1.6972
.8520  | .1965  | 1.6982
.8520  | .1980  | 1.6992
.8520  | .1995  | 1.7002
.8520  | .2010  | 1.7012
.8520  | .2025  | 1.7021
.8520  | .2040  | 1.7031
.8520  | .2055  | 1.7041
.8520  | .2070  | 1.7051
.8520  | .2085  | 1.7061
.8520  | .2100  | 1.7070
.8520  | .2115  | 1.7080
.8520  | .2130  | 1.7090
.8520  | .2145  | 1.7100
.8520  | .2160  | 1.7109
.8520  | .2175  | 1.7119
.8520  | .2190  | 1.7129
.8520  | .2205  | 1.7138
.8520  | .2220  | 1.7148
.8520  | .2235  | 1.7157
.8520  | .2250  | 1.7167
.8520  | .2265  | 1.7177
.8520  | .2280  | 1.7186
.8520  | .2295  | 1.7196
.8520  | .2310  | 1.7205
.8520  | .2325  | 1.7215
.8520  | .2340  | 1.7224
.8520  | .2355  | 1.7234
.8520  | .2370  | 1.7243
.8520  | .2385  | 1.7252
.8520  | .2400  | 1.7262
.8520  | .2415  | 1.7271
.8520  | .2430  | 1.7280
.8504  | .1230  | 1.6401
.8504  | .1245  | 1.6412
.8504  | .1260  | 1.6423
.8504  | .1275  | 1.6434
.8504  | .1290  | 1.6445
.8504  | .1305  | 1.6456
.8504  | .1320  | 1.6466
.8504  | .1335  | 1.6477
.8504  | .1350  | 1.6488
.8504  | .1365  | 1.6499
.8504  | .1380  | 1.6510
.8504  | .1395  | 1.6521
.8504  | .1410  | 1.6531
.8504  | .1425  | 1.6542
.8504  | .1440  | 1.6553
.8504  | .1455  | 1.6564
.8504  | .1470  | 1.6574
.8504  | .1485  | 1.6585
.8504  | .1500  | 1.6595
.8504  | .1515  | 1.6606
.8504  | .1530  | 1.6617
.8504  | .1545  | 1.6627
.8504  | .1560  | 1.6638
.8504  | .1575  | 1.6648
.8504  | .1590  | 1.6659
.8504  | .1605  | 1.6669
.8504  | .1620  | 1.6680
.8504  | .1635  | 1.6690
.8504  | .1650  | 1.6701
.8504  | .1665  | 1.6711
.8504  | .1680  | 1.6721
.8504  | .1695  | 1.6732
.8504  | .1710  | 1.6742
.8504  | .1725  | 1.6752
.8504  | .1740  | 1.6763
.8504  | .1755  | 1.6773
.8504  | .1770  | 1.6783
.8504  | .1785  | 1.6793
.8504  | .1800  | 1.6804
.8504  | .1815  | 1.6814
.8504  | .1830  | 1.6824
.8504  | .1845  | 1.6834
.8504  | .1860  | 1.6844
.8504  | .1875  | 1.6854
.8504  | .1890  | 1.6865
.8504  | .1905  | 1.6875
.8504  | .1920  | 1.6885
.8504  | .1935  | 1.6895
.8504  | .1950  | 1.6905
.8504  | .1965  | 1.6915
.8504  | .1980  | 1.6925
.8504  | .1995  | 1.6935
.8504  | .2010  | 1.6945
.8504  | .2025  | 1.6954
.8504  | .2040  | 1.6964
.8504  | .2055  | 1.6974
.8504  | .2070  | 1.6984
.8504  | .2085  | 1.6994
.8504  | .2100  | 1.7004
.8504  | .2115  | 1.7013
.8504  | .2130  | 1.7023
.8504  | .2145  | 1.7033
.8504  | .2160  | 1.7043
.8504  | .2175  | 1.7052
.8504  | .2190  | 1.7062
.8504  | .2205  | 1.7072
.8504  | .2220  | 1.7081
.8504  | .2235  | 1.7091
.8504  | .2250  | 1.7101
.8504  | .2265  | 1.7110
.8504  | .2280  | 1.7120
.8504  | .2295  | 1.7130
.8504  | .2310  | 1.7139
.8504  | .2325  | 1.7149
.8504  | .2340  | 1.7158
.8504  | .2355  | 1.7168
.8504  | .2370  | 1.7177
.8504  | .2385  | 1.7187
.8504  | .2400  | 1.7196
.8504  | .2415  | 1.7205
.8504  | .2430  | 1.7215
.8488  | .1230  | 1.6331
.8488  | .1245  | 1.6343
.8488  | .1260  | 1.6354
.8488  | .1275  | 1.6365
.8488  | .1290  | 1.6376
.8488  | .1305  | 1.6387
.8488  | .1320  | 1.6397
.8488  | .1335  | 1.6408
.8488  | .1350  | 1.6419
.8488  | .1365  | 1.6430
.8488  | .1380  | 1.6441
.8488  | .1395  | 1.6452
.8488  | .1410  | 1.6463
.8488  | .1425  | 1.6474
.8488  | .1440  | 1.6484
.8488  | .1455  | 1.6495
.8488  | .1470  | 1.6506
.8488  | .1485  | 1.6516
.8488  | .1500  | 1.6527
.8488  | .1515  | 1.6538
.8488  | .1530  | 1.6548
.8488  | .1545  | 1.6559
.8488  | .1560  | 1.6570
.8488  | .1575  | 1.6580
.8488  | .1590  | 1.6591
.8488  | .1605  | 1.6601
.8488  | .1620  | 1.6612
.8488  | .1635  | 1.6622
.8488  | .1650  | 1.6633
.8488  | .1665  | 1.6643
.8488  | .1680  | 1.6654
.8488  | .1695  | 1.6664
.8488  | .1710  | 1.6674
.8488  | .1725  | 1.6685
.8488  | .1740  | 1.6695
.8488  | .1755  | 1.6706
.8488  | .1770  | 1.6716
.8488  | .1785  | 1.6726
.8488  | .1800  | 1.6736
.8488  | .1815  | 1.6747
.8488  | .1830  | 1.6757
.8488  | .1845  | 1.6767
.8488  | .1860  | 1.6777
.8488  | .1875  | 1.6787
.8488  | .1890  | 1.6798
.8488  | .1905  | 1.6808
.8488  | .1920  | 1.6818
.8488  | .1935  | 1.6828
.8488  | .1950  | 1.6838
.8488  | .1965  | 1.6848
.8488  | .1980  | 1.6858
.8488  | .1995  | 1.6868
.8488  | .2010  | 1.6878
.8488  | .2025  | 1.6888
.8488  | .2040  | 1.6898
.8488  | .2055  | 1.6908
.8488  | .2070  | 1.6918
.8488  | .2085  | 1.6928
.8488  | .2100  | 1.6937
.8488  | .2115  | 1.6947
.8488  | .2130  | 1.6957
.8488  | .2145  | 1.6967
.8488  | .2160  | 1.6977
.8488  | .2175  | 1.6986
.8488  | .2190  | 1.6996
.8488  | .2205  | 1.7006
.8488  | .2220  | 1.7016
.8488  | .2235  | 1.7025
.8488  | .2250  | 1.7035
.8488  | .2265  | 1.7045
.8488  | .2280  | 1.7054
.8488  | .2295  | 1.7064
.8488  | .2310  | 1.7073
.8488  | .2325  | 1.7083
.8488  | .2340  | 1.7093
.8488  | .2355  | 1.7102
.8488  | .2370  | 1.7112
.8488  | .2385  | 1.7121
.8488  | .2400  | 1.7131
.8488  | .2415  | 1.7140
.8488  | .2430  | 1.7150
.8472  | .1230  | 1.6263
.8472  | .1245  | 1.6274
.8472  | .1260  | 1.6285
.8472  | .1275  | 1.6296
.8472  | .1290  | 1.6307
.8472  | .1305  | 1.6318
.8472  | .1320  | 1.6329
.8472  | .1335  | 1.6340
.8472  | .1350  | 1.6351
.8472  | .1365  | 1.6362
.8472  | .1380  | 1.6373
.8472  | .1395  | 1.6384
